GENUS;SPECIES;ORDER;FAMILY;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Cheiracanthus;sp.;Acanthodiiformes;Cheiracanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;?;Gordon Castle;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Cheiracanthus;splendens;Acanthodiiformes;Cheiracanthidae;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Estonia;Narova Stage;Europe;X;X;X;;N;NA;NA;NA;NA;NA;NA;NA;Y;N;NA
Cheiracanthus;talimae;Acanthodiiformes;Cheiracanthidae;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Pusne-286 borehole;Kernave;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Cheiracanthus;talimae;Acanthodiiformes;Cheiracanthidae;Y;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Daugavpils-42 borehole;;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Ginkgolepis;tenericostatus;Acanthodiiformes;Cheiracanthidae;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Karksi outcrop;Burtnieki;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Ginkgolepis;tenericostatus;Acanthodiiformes;Cheiracanthidae;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Novinka quarry;Burtnieki;Europe;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Homalacanthus;concinnus;Acanthodiiformes;Cheiracanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Scaumenac Bay;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Homalacanthus;concinnus;Acanthodiiformes;Cheiracanthidae;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Escuminac Bay;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Homalacanthus;concinnus;Acanthodiiformes;Cheiracanthidae;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Markacanthus;costulatus;Acanthodiiformes;Cheiracanthidae;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Orsha-2 borehole;Kostiukovichy;Europe;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Markacanthus;costulatus;Acanthodiiformes;Cheiracanthidae;Y;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Saravai-427 borehole;Kernave;Europe;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Markacanthus;parallelus;Acanthodiiformes;Cheiracanthidae;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Braslav-7 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Protogonacanthus;juergeni;Acanthodiiformes;Cheiracanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;An der Loh quarry;Upper Plattenkalk;Europe;X;X;X;;N;0;1;1;0;0;0;0;N;N;NA
Halimacanthodes;ahlbergi;Acanthodiiformes;Howittacanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Stromatoporoid Camp;Gogo;Australia and Oceania;X;X;X;;S;0;0;0;1;1;1;0;N;N;NA
Howittacanthus;kentoni;Acanthodiiformes;Howittacanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Mt. Howitt Spur quarry;;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Lodeacanthus;gaujicus;Acanthodiiformes;Mescanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Lode clay quarry;Lode;Europe;X;X;X;;N;1;1;0;0;0;0;0;N;N;NA
Melanoacanthus;minutus;Acanthodiiformes;Mesacanthidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Standard Oil Company locality AR.25.58;Bear Rock;North America;X;X;X;;N;0;1;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Turin Hill;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Forfar;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Angus;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Tillywhandland quarry;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;peachi;Acanthodiiformes;Mesacanthidae;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;peachi;Acanthodiiformes;Mesacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;pusillus;Acanthodiiformes;Mesacanthidae;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Tynet Burn;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;sp.;Acanthodiiformes;Mesacanthidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;MOTH locality;Delorme/Road River;North America;X;X;X;;N;0;0;0;1;0;0;0;N;N;NA
Mesacanthus;semistriatus;Acanthodiiformes;Mesacanthidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Campbellton;Atholville beds;North America;X;X;X;;N;0;1;0;0;0;0;0;N;N;NA
Promesacanthus;eppleri;Acanthodiiformes;Mesacanthidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;MOTH locality;Delorme/Road River;North America;X;X;X;;N;0;0;0;1;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Escuminac Bay;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;lot 192;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;lot 193B;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Culmacanthus;antarctica;Diplacanthiformes;Culmacanthidae;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Mount Crean;Aztec Siltstone;Antarctica;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Culmacanthus;pambulensis;Diplacanthiformes;Culmacanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Pambula;Boyd Volcanic Complex;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Culmacanthus;sp.;Diplacanthiformes;Culmacanthidae;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Goalen Head;Bunga Beds;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Culmacanthus;stewarti;Diplacanthiformes;Culmacanthidae;N;Devonian;Givetian;387,7;Frasnian;372,2;379,95;N;Mt. Howitt;;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;acus;Diplacanthiformes;Diplacanthidae;N;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Grahamstown;Witpoort;Africa;X;X;X;;S;0;1;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Elgin;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Tynet Burn;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Cromarty;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Lethen Bar;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Cruaday Quarry;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Allt Muigh-bhlaraidh;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;kleesmentae;Diplacanthiformes;Diplacanthidae;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Berzini-33 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Diplacanthus;kleesmentae;Diplacanthiformes;Diplacanthidae;Y;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Cherikov-1 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Diplacanthus;pechorensis;Diplacanthiformes;Diplacanthidae;N;Devonian;Pragian ;410,8;Pragian ;407,6;409,2;N;Toboy-14 borehole;Naul';Europe;X;X;X;;N;NA;NA;NA;NA;NA;NA;NA;Y;N;NA
Diplacanthus;poltnigi;Diplacanthiformes;Diplacanthidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Matusevich river;Severnaya Zemlya;Asia;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Diplacanthus;solidus;Diplacanthiformes;Diplacanthidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Matusevich river;Severnaya Zemlya;Asia;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;N;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Karksi outcrop;Burtnieki;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;St. Petersburg;R. Ischora;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Lybster;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Cromarty;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Lybster;Lybster Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Milesacanthus;ancestralis;Diplacanthiformes;Diplacanthidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Al Qalibah region;Jawf;Asia;Africa;X;X;;N/S;0;1;1;1;0;0;0;N;N;NA
Milesacanthus;ancestralis;Diplacanthiformes;Diplacanthidae;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Southern Ahaggar;Oued Felaou;Asia;Africa;X;X;;N/S;0;1;1;1;0;0;0;N;N;NA
Milesacanthus;antarctica;Diplacanthiformes;Diplacanthidae;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Portal Mountain;Aztec Siltstone;Antarctica;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Milesacanthus;sp.;Diplacanthiformes;Diplacanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Chahriseh;horizon GI4;Asia;X;X;X;;N;0;1;1;1;0;0;0;Y;N;NA
Rhadinacanthus;deltosquamosus;Diplacanthiformes;Diplacanthidae;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Karksi outcrop;Burtnieki;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Rhadinacanthus;deltosquamosus;Diplacanthiformes;Diplacanthidae;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Novinka quarry;Burtnieki;Europe;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Rhadinacanthus;ellsi;Diplacanthiformes;Diplacanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Rhadinacanthus;horridus;Diplacanthiformes;Diplacanthidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;N;Silurian;Gorstian;427,4;Ludfordian;423;425,2;Y;Rauhe Berge;Beyrichienkalk;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;N;Devonian;Eifelian;393,3;Givetian;382,7;388;Y;Cromarty;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Stromness;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Estonia;Narova Stage;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus;primaris;Diplacanthiformes;Diplacanthidae;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Kuptcheli-325 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Rhadinacanthus;primaris;Diplacanthiformes;Diplacanthidae;Y;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Braslav-8 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Striacanthus;overathensis;Incerti_ordinis;Incertae_familiae;N;Devonian;Pragian;410,8;Emsian;393,3;402,05;N;Stone quarry Heider;Wahnbachschichten;Europe;X;X;X;;N;0;1;1;1;1;0;0;N;Y;NA
Striacanthus;overathensis;Incerti_ordinis;Incertae_familiae;Y;Devonian;Pragian;410,8;Emsian;393,3;402,05;NA;Podlazie Hill;Winna;Europe;X;X;X;;N;0;1;1;1;1;0;0;N;Y;NA
Striacanthus;sicaeformis;Diplacanthiformes;Incertae_familiae;N;Devonian;Givetian;387,7;Famennian;358,9;373,3;N;Freestone Creek;Avon River Group;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;Y;NA
Gladiobranchus;probaton;Diplacanthiformes;Gladiobranchidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;MOTH locality;Delorme/Road River;North America;X;X;X;;N;0;0;0;1;0;0;0;N;N;NA
Uraniacanthus;spinosus;Diplacanthiformes;Gladiobranchidae;N;Devonian;Lochkovian;419,2;Emsian;393,3;406,25;N;Wayne Herbert Quarry;Lower Old Red Sandstone;Europe;Asia;X;X;;N;1;1;0;0;0;0;0;N;N;NA
Uraniacanthus;spinosus;Diplacanthiformes;Gladiobranchidae;Y;Devonian;Lochkovian;419,2;Emsian;393,3;406,25;NA;Central Saudi Arabia;Jauf;Europe;Asia;X;X;;N;1;1;0;0;0;0;0;N;N;NA
Uraniacanthus;curtus;Diplacanthiformes;Gladiobranchidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Farnell;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Uraniacanthus;curtus;Diplacanthiformes;Gladiobranchidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;NA;Turin Hill;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Uraniacanthus;curtus;Diplacanthiformes;Gladiobranchidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;NA;Hayston Hill;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Ely;Sevy Dolomite;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Hyrum;Water Canyon;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Delle;Water Canyon;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Beartooth Butte;Beartooth Butte;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Ptychodictyon;americanum;Diplacanthiformes;Incertae_familiae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Hyrum;Water Canyon;North America;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Ptychodictyon;americanum;Diplacanthiformes;Incertae_familiae;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Logan;Water Canyon;North America;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Ptychodictyon;ancestralis;Diplacanthiformes;Incertae_familiae;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Belarus;Vitebsk horizon;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Ptychodictyon;ancestralis;Diplacanthiformes;Incertae_familiae;Y;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Subate-2 borehole;Rezekne horizon;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Ptychodictyon;distinctum;Diplacanthiformes;Incertae_familiae;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Mount Tavlefjellet;Grey Hoek;Europe;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Ptychodictyon;distinctum;Diplacanthiformes;Incertae_familiae;Y;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Austfjord;Grey Hoek;Europe;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Ptychodictyon;rimosum;Diplacanthiformes;Incertae_familiae;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Estonia;Narova Stage;Europe;X;X;X;;N;NA;NA;NA;NA;NA;NA;NA;Y;N;NA
Ptychodictyon;sulcatum;Diplacanthiformes;Incertae_familiae;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Estonia;Narova Stage;Europe;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Ptychodictyon;sulcatum;Diplacanthiformes;Incertae_familiae;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Karksi outcrop;Burtnieki;Europe;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Sabrinacanthus;arcuatus;Incerti_ordinis;?Climatiidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Dzwinogrod;Podolian Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Sabrinacanthus;arcuatus;Incerti_ordinis;?Climatiidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;River Severn;Pteraspis leathensis zone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Sabrinacanthus;sp.;Incerti_ordinis;?Climatiidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Tredomen Quarry;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Vernicomacanthus;uncinatus;Incerti_ordinis;?Climatiidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Turin Hill;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Vernicomacanthus;waynensis;Incerti_ordinis;?Climatiidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Wayne Herbert Quarry;Pteraspis crouchi zone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Brochoadmones;milesi;Incerti_ordinis;Brochoadmonidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;MOTH locality;Delorme/Road River;North America;X;X;X;;N;0;0;0;1;0;0;0;N;N;NA
Acanthacanthus;ornatus;Incerti_ordinis;Climatiidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Spokojnaya river;Severnaya Zemlya;Asia;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Brachyacanthus;scutiger;Incerti_ordinis;Climatiidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Farnell;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Brachyacanthus;scutiger;Incerti_ordinis;Climatiidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Tealing;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Brachyacanthus;scutiger;Incerti_ordinis;Climatiidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Duntrune Quarry;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Brachyacanthus;scutiger;Incerti_ordinis;Climatiidae;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Turin Hill;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Canadalepis;basdenae;Incerti_ordinis;Climatiidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Lomandra Creek section;Lomandra limestone;Australia and Oceania;Asia;X;X;;N/S;0;1;1;1;1;0;0;Y;N;NA
Canadalepis;basdenae;Incerti_ordinis;Climatiidae;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Zinzilban Gorge;Zinzilban section;Australia and Oceania;Asia;X;X;;N/S;0;1;1;1;1;0;0;Y;N;NA
Canadalepis;linguiformis;Incerti_ordinis;Climatiidae;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;Y;S canon Fiord;Red Canyon River;North America;Europe;X;X;;N;0;1;1;1;0;0;0;Y;N;NA
Canadalepis;linguiformis;Incerti_ordinis;Climatiidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;Y;Tareya River;Dolgan layers;Asia;X;X;X;;N;0;1;1;1;0;0;0;Y;N;NA
Canadalepis;linguiformis;Incerti_ordinis;Climatiidae;Y;Devonian;Lochkovian;419,2;Emsian;393,3;406,25;Y;Lygumai-45 core;Tilze;North America;Europe;Asia;X;;N;0;1;1;1;0;0;0;Y;N;NA
Canadalepis;linguiformis;Incerti_ordinis;Climatiidae;Y;Devonian;Lochkovian;419,2;Emsian;393,3;406,25;Y;Lygumai-45 core;Stoniskiai;North America;Europe;Asia;X;;N;0;1;1;1;0;0;0;Y;N;NA
