GENUS;SPECIES;ORDER;FAMILY;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Mcmurdodus;whitei;Incerti ordinis;Mcmurdodontidae;Y;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Toomba Range;Cravens Peak Beds;Australia and Oceania;X;X;X;X;S;1;1;0;0;0;0;0;N;N;Y
Polysentor;gorbairdi;Incerti ordinis;Polysentoridae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Braceville;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Polysentor;gorbairdi;Incerti ordinis;Polysentoridae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Pit 11, Peabody Coal Company;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Polysentor;gorbairdi;Incerti ordinis;Polysentoridae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Protacrodus;aequalis;Incerti ordinis;Protacrodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Sikaza;;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Protacrodus;aequalis;Incerti ordinis;Protacrodontidae;Y;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Sikaza;S. sulcata Zone;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Protacrodus;aequalis;Incerti ordinis;Protacrodontidae;Y;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Medynskaya-5 borehole;;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Protacrodus;cf. P. vetustus;Incerti ordinis;Protacrodontidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Borehole 2021;Lyaiol';Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Protacrodus;serra ;Incerti ordinis;Protacrodontidae;N;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Tizi Nersas;;Asia;Africa;X;X;X;N/S;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Protacrodus;serra ;Incerti ordinis;Protacrodontidae;Y;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Tizi Nersas;Gonioclymenia limestone;Asia;Africa;X;X;X;N/S;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Protacrodus;serra ;Incerti ordinis;Protacrodontidae;Y;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Dalmeh;Early expansa Zone;Asia;Africa;X;X;X;N/S;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Protacrodus;sp.;Incerti ordinis;Protacrodontidae;N;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Muhua;sample MH?1;Asia;Africa;X;X;X;N/S;0;0;0;1;1;1;1;N;N;Y
Protacrodus;sp.;Incerti ordinis;Protacrodontidae;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Shahmirzad village;Mobarak;Asia;Africa;X;X;X;N/S;0;0;0;1;1;1;1;N;N;Y
Protacrodus;sp.;Incerti ordinis;Protacrodontidae;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Oum El Jerane;;Asia;Africa;X;X;X;N/S;0;0;0;1;1;1;1;N;N;Y
Protacrodus;sp.;Incerti ordinis;Protacrodontidae;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Dalmeh;Early expansa Zone;Asia;Africa;X;X;X;N/S;0;0;0;1;1;1;1;N;N;Y
Protacrodus;sp.;Incerti ordinis;Protacrodontidae;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Mighan;;Asia;Africa;X;X;X;N/S;0;0;0;1;1;1;1;N;N;Y
Protacrodus;sp.;Incerti ordinis;Protacrodontidae;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Chernyshev Ridge;marginifera Zone;Asia;Africa;X;X;X;N/S;0;0;0;1;1;1;1;N;N;Y
Protacrodus;vetustus;Incerti ordinis;Protacrodontidae;N;Devonian;Frasnian;382,7;Famennian;358,9;370,8;N;Wildungen;Aaadorfer Kalk;Europe;Asia;Africa;X;X;N/S;0;0;0;1;1;1;0;N;N;N
Protacrodus;vetustus;Incerti ordinis;Protacrodontidae;Y;Devonian;Frasnian;382,7;Famennian;358,9;370,8;N;Kowala;;Europe;Asia;Africa;X;X;N/S;0;0;0;1;1;1;0;N;N;N
Protacrodus;vetustus;Incerti ordinis;Protacrodontidae;Y;Devonian;Frasnian;382,7;Famennian;358,9;370,8;N;Tabas;Kale Sardar section;Europe;Asia;Africa;X;X;N/S;0;0;0;1;1;1;0;N;N;N
Protacrodus;vetustus;Incerti ordinis;Protacrodontidae;Y;Devonian;Frasnian;382,7;Famennian;358,9;370,8;N;Oum El Jerane;;Europe;Asia;Africa;X;X;N/S;0;0;0;1;1;1;0;N;N;N
Dendrodus;sp.;Incerti ordinis;Protodontidae;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Scat Craig;;Europe;X;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Protodus;jexi;Incerti ordinis;Protodontidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Campbellton;Campbellton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;Y
Gydoselache;oosthuizeni;Incerti ordinis;Pucapampellidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;South Africa;Gydo;Africa;X;X;X;X;S;0;0;0;1;1;0;0;N;N;N
Pucapampella;rodrigae;Incerti ordinis;Pucapampellidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;La Paz region;Belén and Icla;South America;X;X;X;X;S;0;0;1;1;0;0;0;N;N;N
Pucapampella;sp.;Incerti ordinis;Pucapampellidae;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;La Paz region;Belén and Icla;South America;X;X;X;X;S;0;0;1;1;0;0;0;N;N;N
Pucapampella;sp.;Incerti ordinis;Pucapampellidae;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Pisacavina;Belén and Icla;South America;X;X;X;X;S;0;0;1;1;0;0;0;N;N;N
Rubencanthus;diplotuberculatus;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Nova Iorque;Pedra de Fogo;South America;X;X;X;X;S;1;0;0;0;0;0;0;N;Y;N
Sphenacanthus;carbonarius;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Wettin;Wettiner Beds;Europe;North America;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;carbonarius;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Maria Isabel Quarry;;Europe;North America;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;carbonarius;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Pursglove;Pittsburgh;Europe;North America;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;carbonarius;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Pursglove;;Europe;North America;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;carbonarius;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Ft. Pitt Tunnel;Duquesne Limestone 6;Europe;North America;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;carbonarius;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Ft. Pitt Tunnel;Casselman;Europe;North America;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;depressus;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Le Grand;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;fifensis;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;St. Andrews;Calciferous Sandstone Series;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;gondwanus;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Rio do Sul;Rio Bonito;South America;X;X;X;X;S;0;1;0;0;0;0;0;N;Y;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Scotland;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Oreton;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Dudley;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Staffordshire;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Carluke;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Gilmeston;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Edinburgh;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Arley Mine;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;hybodoides;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Burnley;Coal Measures;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Sphenacanthus;ignis;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Nova Iorque;Pedra de Fogo;South America;X;X;X;X;S;1;0;0;0;0;0;0;N;Y;N
Sphenacanthus;maranhensis;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Rio do Sul;Rio Bonito;South America;X;X;X;X;S;0;1;0;0;0;0;0;N;Y;N
Sphenacanthus;marshi;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Zoar;Putnam Hill Limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;Y;N
Sphenacanthus;marshi;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Lanesville;Coal Measures;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;Y;N
Sphenacanthus;marshi;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Iowa;Kinderhook;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;Y;N
Sphenacanthus;minor;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Yorkshire;Coal Measures;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;nodosus;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Dalkeith;Coal Measures;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;riorastoensis;Incerti ordinis;Sphenacanthidae;N;Permian;Wordian;268,8;Wuchiapingian;254,14;261,47;N;Jacarezinho;Rio do Rasto;South America;X;X;X;X;S;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Newton;Camps shale;Europe;X;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Dedridge;Broxburn Shales;Europe;X;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;New Breich;Fells Shale;Europe;X;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Burdiehouse;Calciferous Sandstone Series;Europe;X;X;X;X;N;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;N;D - C;Famennian;372,2;Gzhelian;298,9;335,55;Y;Dudley;Coal Measures;Europe;Asia;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;Y;D - C;Famennian;372,2;Gzhelian;298,9;335,55;Y;Fulledge;Coal Measures;Europe;Asia;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;Y;D - C;Famennian;372,2;Gzhelian;298,9;335,55;Y;Chernyshev Ridge;marginifera Zone;Europe;Asia;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;N;Permian;Artinskian;290,1;Artinskian;283,5;286,8;Y;Mechetlino Quarry;;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Wodnika;althausii;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Richelsdorf;Werra;Europe;X;X;X;X;N;0;1;1;1;0;1;1;N;N;N
Wodnika;althausii;Incerti ordinis;Sphenacanthidae;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Darlington;Magnesian Limestone;Europe;X;X;X;X;N;0;1;1;1;0;1;1;N;N;N
Wodnika;borealis;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Lisburne Hills;Siksikpuk;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Wodnika;sp. ;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Richelsdorf;Werra;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Wodnika;sp. ;Incerti ordinis;Sphenacanthidae;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Wolfschacht;Werra;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Wodnika;sp. ;Incerti ordinis;Sphenacanthidae;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Ferry Hill Quarry;Marl Slate;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Wodnika;striatula;Incerti ordinis;Sphenacanthidae;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Bauch am Galgenberg;Zechsteinkalk;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Wodnika;striatula;Incerti ordinis;Sphenacanthidae;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Wolfschacht;Werra;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Wodnika;striatula;Incerti ordinis;Sphenacanthidae;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Sontra-Hornel coppermine;Werra;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Wellingtonella;gagnieri;Incerti ordinis;Wellingtonellidae;N;Silurian;Sheinwoodian;433,4;Sheinwoodian;430,5;431,95;N;Thorsteinsson quarry;Cape Phillips;North America;X;X;X;X;N;0;0;0;1;0;0;0;N;N;N
Cervifurca;nasuta;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Cervifurca;nasuta;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Mine headwall;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
cf. Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
cf. Promexyele;peyeri;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Limestone quarry;Dennis;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Fort Calhoun Rock Products Co.;Dennis;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Richfield;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Dennis;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopteryx;tedwhitei;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Iniopteryx;tedwhitei;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Dennis;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Iniopteryx;tedwhitei;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;PWA Quarry;Westerville;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Papilionichthys;stahlae;Iniopterygia;Iniopterygidae;N;Carboniferous;Serpukhovian;330,9;Serpukhovian;323,2;327,05;N;Becket;Heath;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Dennis;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Promexyele;cf. peyeri;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Walnut Grove Cemetry;Linton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Moorehead's bank;Linton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Jelliffe loc.;Linton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Rainerichthys;zangerli;Iniopterygia;Iniopterygidae;N;Carboniferous;Serpukhovian;330,9;Serpukhovian;323,2;327,05;N;Becket;Heath;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;N
gen. Indet1;sp. Indet1;Iniopterygia;Sibyrhynchidae;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Lawrence and Baldwin;Stranger;North America;X;X;X;X;N;0;1;1;1;0;0;0;N;N;N
gen. Indet2;sp. Indet2;Iniopterygia;Sibyrhynchidae;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Lawrence and Baldwin;Stranger;North America;X;X;X;X;N;0;1;1;1;0;0;0;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Clay City Pipe Co.;Linton;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Mecca Quarry;Linton;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;La Platte;Dennis;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;sp.;Iniopterygia;Sibyrhynchidae;N;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Lawrence and Baldwin;Stranger;North America;X;X;X;X;N;0;1;1;1;0;1;1;N;N;N
Iniopera;sp.;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Tulsa;Coffeeville;North America;X;X;X;X;N;0;1;1;1;0;1;1;N;N;N
Inioxyele;whitei;Iniopterygia;Sibyrhynchidae;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Ace Hill Quarry;Lecompton;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Sibyrhynchus;denisoni;Iniopterygia;Sibyrhynchidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Sibyrhynchus;denisoni;Iniopterygia;Sibyrhynchidae;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Deltoptychius;acutus;Menaspiformes;Deltoptychiidae;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Cults;;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Beith;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Glencartholm;Calciferous Sandstone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Bearsden;;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;expansus;Menaspiformes;Deltoptychiidae;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois, Iowa and Missouri;St. Louis limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;N;Y
Deltoptychius;gibberulus;Menaspiformes;Deltoptychiidae;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Gloucestershire;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Deltoptychius;intermedius;Menaspiformes;Deltoptychiidae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Myachkovo;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
