COLLECTION,Longitude,Latitude,MID.POINT,GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,LAZARUS,FORMATION,CONTINENT.1,CONTINENT.2,CONTINENT.3,CONTINENT.4,CONTINENT.5,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY,plng,plat
Andenne-Seilles,5.1,50.5,327.05,Lissodus,khamari,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,l'Encrinite de Tramaka,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,17.6662302482668,1.0755436959092275
Andree Land,11.9,79.5,390.5,Isodendracanthus,ramiformis,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,N,Grey Hoek,Europe,X,X,X,X,N,1,1,1,0,0,0,0,Y,N,NA,-44.63325502768807,2.676136959929864
Angus,-3,56.7,415,Parexus,recurvus,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Dundee Flagstone,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,NA,-49.1215442279842,-20.69842968613492
Angus,-3,56.7,415,Mesacanthus,mitchelli,Acanthodiiformes,Mesacanthidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Dundee Flagstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-49.1215442279842,-20.69842968613492
Anti-Atlas,4.1,31,365.55,Jalodus,australiensis,Incerti ordinis,Jalodontidae,Elasmobranchii,NA,Elasmobranchii,N,Y,Devonian,Famennian,372.2,Famennian,358.9,N,,Asia,Africa,X,X,X,N/S,0,0,0,1,1,0,0,N,N,Y,-3.3444201654739705,-51.383164819459935
Arauz,-4.6,43,415,Arauzia,federicoi,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Lebanza,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,N,-2.4323238315798537,-33.3315230008531
ARC-07 locality 22,-92.6,35.8,327.05,Ozarcus,mapesae,Symmoriiformes,Falcatidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Fayetteville,North America,X,X,X,X,N,0,0,0,1,1,1,0,N,N,N,-30.37500420223998,-5.177236782372997
Archer City,55.5,30.1,275.401,Orthacanthus,texensis,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Permian,Asselian,298.9,Changhsingian,252,N,,North America,X,X,X,X,N,1,1,0,0,0,0,0,N,N,N,53.5706747712483,-20.76723572524961
Ardross,-2.8,56.2,338.8,Eucentrurus,paradoxus,Chondrenchelyiformes,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Calciferous Sandstone Series,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,1.286613610035244,-1.3800540040428912
Arisaig,-62,45.6,408.15,Gomphonchus,sandelensis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,Y,S - D,Pridoli,423,Emsian,393.3,N,Stonehouse,Europe,Australia and Oceania,North America,Asia,X,N/S,0,1,1,1,1,1,0,N,N,NA,-55.30901445213072,-35.894628971054246
Arisaig,-62,45.6,421.1,Machaeraporus,stonehousensis,Ischnacanthiformes,Poracanthodidae,Stem,NA,NA,N,N,Silurian,Pridoli,423,Pridoli,419.2,N,Stonehouse,North America,X,X,X,X,N,0,0,1,0,0,0,0,Y,N,NA,-75.4932981534044,-29.88937675473458
Arisaig,-62,45.6,421.1,Nostolepis,cf. striata,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Silurian,Pridoli,423,Pridoli,419.2,N,Stonehouse,North America,X,X,X,X,N,0,0,1,0,0,0,0,Y,N,NA,-75.4932981534044,-29.88937675473458
Arley Mine,-2.2,53.8,329.4,Sphenacanthus,hybodoides,Incerti ordinis,Sphenacanthidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,11.20060420446453,2.256217642922988
Armagh,-6.7,54.3,329.4,Psammodus,rugosus,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,1,1,0,0,N,N,Y,8.539194585311666,1.8652703841491114
Armagh,-6.7,54.3,329.4,Carcharopsis,dentatus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,8.539194585311666,1.8652703841491114
Armagh,-6.7,54.3,329.4,Psammodus,porosus,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,8.539194585311666,1.8652703841491114
Armagh,-6.7,54.3,330.95,Saivodus,striatus,Ctenacanthiformes,Incertae familiae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Bashkirian,315.2,N,Carboniferous Limestone,Europe,North America,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,7.36202492154275,1.266952037403978
Armagh,-6.7,54.3,330.95,Cladodus,mirabilis,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Bashkirian,315.2,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,7.36202492154275,1.266952037403978
Armagh,-6.7,54.3,334.95,Petalorhynchus,psittacinus,Petalodontiformes,Pristodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,3.5496687742197293,-1.336755158131023
Armagh,-6.7,54.3,334.95,Psephodus,magnus,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,3.5496687742197293,-1.336755158131023
Armagh,-6.7,54.3,334.95,Petalodus,acuminatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Carboniferous Limestone,Europe,North America,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,3.5496687742197293,-1.336755158131023
Armagh,-6.7,54.3,334.95,Psammodus,angularis,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Carboniferous Limestone,Europe,North America,X,X,X,N,1,1,1,1,1,1,1,N,N,Y,3.5496687742197293,-1.336755158131023
Armagh,-6.7,54.3,335.55,Stethacanthus,sp.,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,D - C,Famennian,372.2,Gzhelian,298.9,N,Carboniferous Limestone,Europe,North America,Asia,Africa,Australia and Oceania,N/S,1,1,1,1,1,1,1,N,N,N,2.981632257113086,-1.7389752590279723
Armagh,-6.7,54.3,338.8,Acondylacanthus,attenuatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Deltoptychius,acutus,Menaspiformes,Deltoptychiidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Polyrhizodus,attenuatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Poecilodus,jonesi,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Psammodus,quadratus,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Psammodus,trapeziformis,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,pusillus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Ctenacanthus,denticulatus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Copodus,lingua,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Platyxystrodus,striatus,Chondrenchelyiformes,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Damocles,attenuatus,Symmoriiformes,Falcatidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Erismacanthus,major,Menaspiformes,Incertae familiae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Cochliodus,contortus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Harpacodus,dentatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Copodus,furcatus,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Amelacanthus,sulcatus,Incerti ordinis,Incertae familiae,?,NA,NA,NA,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Gnathacanthus,striatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,planus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Polyrhizodus,radicans,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Gnathacanthus,triangularis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Cochliodus,oblongus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Copodus,oblongus,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Asteroptychius,ornatus,Ctenacanthiformes,Incertae familiae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,gibberulus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Copodus,prototypus,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Amelacanthus,laevis,Incerti ordinis,Incertae familiae,?,NA,NA,NA,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Deltodus,expansus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Copodus,sp.,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Euglossodus,linguabovis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Deltodus,sublaevis,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Cochliodus,striatus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,crassus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Polyrhizodus,sinuosus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Petalodus,hastingsiae,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Acondylacanthus,colei,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,clavatus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Homacanthus,microdus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,NA,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Polyrhizodus,magnus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Cochliodus,sp.,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,North America,Europe,X,X,X,N,1,1,1,1,1,1,1,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Psammodus,canaliculatus,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,expansus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Poecilodus,angustus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,349.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,acutus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Copodus,spatulatus,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Poecilodus,gibbosus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Lispacanthus,retrogradus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Menaspacanthus,armaghensis,Menaspiformes,Incertae familiae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Streblodus,oblongus,Cochliodontiformes,Incertae familiae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Acondylacanthus,tenuistriatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Asteroptychius,semiornatus,Ctenacanthiformes,Incertae familiae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Cochliodus,colei,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Copodus,planus,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Orodus,elongatus,Orodontiformes,Orodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Amelacanthus,pustulatus,Incerti ordinis,Incertae familiae,?,NA,NA,NA,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Helodus,woodi,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Asteroptychius,sp.,Ctenacanthiformes,Incertae familiae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,North America,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Platyxystrodus,angustus,Chondrenchelyiformes,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Polyrhizodus,constrictus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Deltoptychius,sp.,Menaspiformes,Deltoptychiidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,Australia and Oceania,X,X,X,N/S,1,1,1,1,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Polyrhizodus,elongatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
Armagh,-6.7,54.3,338.8,Mesolophodus,problematicus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,-0.08216810049885626,-3.964224497436626
