GENUS;SPECIES;ORDER;FAMILY;SUBCLASS;GROUP_GINTER;GROUP_GINTER2;TOOTH_PLATE;SCM1;SCM2;SCM_average;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Helicoprion;bessonowi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;2;2;1,3;N;Permian;Artinskian;290,1;Artinskian;283,5;286,8;N;Krasnou?msk;Divya;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helicoprion;bessonowi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;2;2;1,3;Y;Permian;Artinskian;290,1;Artinskian;283,5;286,8;N;Aktasty locality;Aktasty beds;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helicoprion;bessonowi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;2;2;1,3;Y;Permian;Artinskian;290,1;Artinskian;283,5;286,8;N;Hanawa;Tanukihara;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;N;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Coolkilya Flat;Wandagee Beds;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Forth Hall;Phosphoria;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;USGS 5070;Phosphoria;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Frazier Creek;Goodhue Greenstone;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Waterloo Mine;Phosphoria;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Cerro Puntiagudo;Patlanoaya;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;St. Arnaud Hills;Assistance;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Blind Fiord;Van Hauen;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Jingmen County;Qixia;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Gilliland Canyon;Word;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;8,05;8,05;2,368181818;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Glass Mountains;Skinner Ranch;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;ergassaminon;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;2;2;1,833333333;N;Permian;Kungurian;283,5;Roadian;268,8;276,15;N;Waterloo Mine;Phosphoria;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;Y
Hunanohelicoprion;xiandongensis;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Permian;Kungurian;283,5;Kungurian;272,95;278,725;N;Xiandong;Qixia;Asia;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Parahelicoprion;clerci;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Ural Mountains;Arta beds;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Parahelicoprion;mariosuarezi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;1;1;1;N;Permian;Kungurian;283,5;Kungurian;272,95;278,725;N;Jacha Khatawi hill;Copacabana;South America;X;X;X;X;S;0;1;0;0;0;0;0;N;N;Y
Sarcoprion;edax;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;15,2;15,2;8,1;N;Permian;Roadian;272,95;Roadian;268,8;270,875;N;east Greenland;Foldvik Creek;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Shaktauites;seywi;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Permian;Sakmarian;293,52;Sakmarian;290,1;291,81;N;Shakh-Tau quarry;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Toxoprion;lecontei;Eugeneodontiformes;Helicoprionidae;Holocephali;Euchondrocephali;Euchondrocephali;N;1;1;1;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Eureka;Carbon Ridge;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Campodus;agassizianus;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;1;1;0,6;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Lower Hays Farm ;Bowland Shale;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Campodus;agassizianus;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;1;1;0,6;Y;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Chockier;Coal Measures;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Campodus;rectangulus;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Myachkovo;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;Y;High Greenwood;Pendleside Beds;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Papillion Quarry;;North America;X;X;X;X;N;0;0;1;1;1;1;0;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Sewickley Bridge;Glenshaw;North America;X;X;X;X;N;0;0;1;1;1;1;0;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Allegheny Co.;Glenshaw;North America;X;X;X;X;N;0;0;1;1;1;1;0;N;N;Y
Campodus;variabilis;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;1;1;0,75;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Cedar Creek;Coal Measures;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campodus;variabilis;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;1;1;0,75;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Osage Co.;Coal Measures;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Chiastodus;obvallatus;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Myachkovo;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Tiaraju;tenuis;Eugeneodontiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Permian;Roadian;272,95;Capitanian;259,1;266,025;N;Sao Gabriel;Teresina;South America;X;X;X;X;S;0;0;0;1;1;0;0;N;N;Y
Diclitodus;denshumani;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Muhua;sample MH?1;Asia;X;X;X;X;N;0;0;0;0;0;1;1;N;N;Y
Helodus;acuminatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;acutus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;adjunctus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Chouteau Limestone;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Helodus;affinis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Missouri;Coal Measures;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;affinis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Northern France;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;andrewsi;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Chouteau Limestone;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Alton;St. Louis limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;St. Louis;Warsaw Limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Burlington;Burlington limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Warsaw;Keokuk Limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;antiquissimus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Tula region;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;appendiculatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Shropshire;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;attheyi;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;Y;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;attheyi;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Lanarkshire;Coal Measures;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;aversus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Tula region;Malykova;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;biformis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Le Grand;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;bushbergensis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;carbonarius;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Illinois;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;chouteauensis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;clavatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;clivulus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;clivulus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Grassy Creek Shales;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;compressus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Iowa;Burlington limestone;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;Y
Helodus;comptus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Meadville;Meadville Upper Limestone;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;coniculus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Cooper Co.;Burlington limestone;North America;Asia;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;coniculus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Boonville;Keokuk Limestone;North America;Asia;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;coniculus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;St. Louis;St. Louis limestone;North America;Asia;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;coniculus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Alton;Warsaw Limestone;North America;Asia;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;coniculus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Lanesville;Salem Limestone;North America;Asia;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;coniculus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Muhua;sample MH?1;North America;Asia;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;consolidatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Missouri and Illinois;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Helodus;contractus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Tula region;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;contractus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Belgium;Carboniferous Limestone;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;coxanus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Iowa;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Helodus;crassus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;crenulatis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Burlington;Burlington limestone;North America;X;X;X;X;N;1;1;1;1;0;0;0;N;N;Y
Helodus;crenulatis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Armagh;Carboniferous Limestone;North America;X;X;X;X;N;1;1;1;1;0;0;0;N;N;Y
Helodus;crenulatis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Chester;Carboniferous Limestone;North America;X;X;X;X;N;1;1;1;1;0;0;0;N;N;Y
Helodus;denshumani;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Helodus;dentatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Serpukhovian;330,9;Serpukhovian;323,2;327,05;N;Tula region;Steshovo;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;denticulatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Helodus;derjawini;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Siberia;Kuznetsk Basin;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;devonicus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Grassy Creek Shales;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;devonicus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;didymus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;elegantulus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Lanesville;Salem Limestone;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;Y
Helodus;elytra;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Helodus;expansus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;falcatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Fifeshire;Calciferous Sandstone Series;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;gibberulus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;gibbosus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Helodus;gibbus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;359,9;Gzhelian;298,9;329,4;N;Illinois;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;gracilis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Chouteau Limestone;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Helodus;incipiens;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;incipiens;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Grassy Creek Shales;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;incisus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Lanesville;Salem Limestone;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;Y
Helodus;laciniatus;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Visé;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;laevis;Helodontiformes;Helodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Monroe County;St. Louis limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;N;Y
