GENUS;SPECIES;ORDER;FAMILY;SUBCLASS;GROUP_GINTER;GROUP_GINTER2;TOOTH_PLATE;SCM1;SCM2;SCM_average;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Clay City Pipe Co.;Linton;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Mecca Quarry;Linton;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Westerville;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;La Platte;Dennis;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Iniopera;sp.;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;34,85;43,475;32,35;N;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Lawrence and Baldwin;Stranger;North America;X;X;X;X;N;0;1;1;1;0;1;1;N;N;N
Iniopera;sp.;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;34,85;43,475;32,35;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Tulsa;Coffeeville;North America;X;X;X;X;N;0;1;1;1;0;1;1;N;N;N
Inioxyele;whitei;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;39,1;39,1;39,1;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Ace Hill Quarry;Lecompton;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Sibyrhynchus;denisoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;54,95;84,625;21,23541667;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Sibyrhynchus;denisoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;Euchondrocephali;N;54,95;84,625;21,23541667;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Deltoptychius;acutus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;14,25;21,1;5,178571429;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Cults;;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;14,25;21,1;5,178571429;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Beith;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;14,25;21,1;5,178571429;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Glencartholm;Calciferous Sandstone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;14,25;21,1;5,178571429;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Bearsden;;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;expansus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois, Iowa and Missouri;St. Louis limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;N;Y
Deltoptychius;gibberulus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Gloucestershire;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Deltoptychius;intermedius;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Myachkovo;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Deltoptychius;moythomasi;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;1,75;1,75;1,75;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;N
Deltoptychius;nitidus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Serpukhovian;323,2;334,95;N;Illinois ;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Deltoptychius;plicatus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Deltoptychius;plicatus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Yorkshire;;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Deltoptychius;primus;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Iowa;Burlington limestone;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;Y
Deltoptychius;sp.;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;Australia and Oceania;X;X;X;N/S;1;1;1;1;0;0;0;N;N;Y
Deltoptychius;sp.;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Grid 8951;Lion Creek;Europe;Australia and Oceania;X;X;X;N/S;1;1;1;1;0;0;0;N;N;Y
Deltoptychius;varsouviensis;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois;Warsaw Limestone;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;Y
Deltoptychius;wachsmuthi;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Nauvoo;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Deltoptychius;wachsmuthi;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Iowa;Keokuk Limestone;North America;X;X;X;X;N;0;0;0;1;1;1;1;N;N;Y
Deltoptychius;wortheni;Menaspiformes;Deltoptychiidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Serpukhovian;323,2;334,95;N;Illinois;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Erismacanthus;formosus;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;4,3;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;St. Louis;St. Louis limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;jonesi;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;3,49375;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;1;1;0;0;N;Y;N
Erismacanthus;jonesi;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;3,49375;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Cawdor Quarry;Eyam Limestone;Europe;X;X;X;X;N;1;1;1;1;1;0;0;N;Y;N
Erismacanthus;maccoyanus;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;3,225;3,225;2,6875;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Alton;St. Louis limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;maccoyanus;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;3,225;3,225;2,6875;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Kavanaugh's Quarry;St. Louis limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;maccoyanus;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;3,225;3,225;2,6875;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Franklin Street & Grand Avenue;St. Louis limestone;North America;X;X;X;X;N;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;major;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;4,3;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;Y;N
Erismacanthus;sp.;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;4,3;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Ashie Burn;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Menaspacanthus;armaghensis;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;2,15;2,15;2,15;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;Y;N
Stichacanthus;coemansi;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;3,225;N;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Oreton;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;Y;N
Stichacanthus;coemansi;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;3,225;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Tournay;;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;Y;N
Stichacanthus;sp.;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;2,15;2,15;2,15;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Clee Hills;Carboniferous Limestone;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Stichacanthus;tortworthensis;Menaspiformes;Incertae familiae;Holocephali;Euchondrocephali;Euchondrocephali;Y;4,3;4,3;3,225;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Oreton;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;Y;N
Menaspis;armata;Menaspiformes;Menaspidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;32,85;37,55;19,49166667;N;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Lonau near Herzberg;Werra;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Menaspis;armata;Menaspiformes;Menaspidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;32,85;37,55;19,49166667;Y;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Martin-Schacht;Werra;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Menaspis;armata;Menaspiformes;Menaspidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;32,85;37,55;19,49166667;Y;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Eisleben;Werra;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Traquairius;nudus;Menaspiformes;Traquairidae;Holocephali;Euchondrocephali;Euchondrocephali;Y;9,575;9,575;8,4875;N;Carboniferous;Serpukhovian;330,9;Serpukhovian;323,2;327,05;N;Fergus County;Heath;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;N
Solinalepis;levis;Mongolepidida;Incertae familiae;Stem;NA;?;NA;2,5;2,5;2,5;N;Ordovician;Sandbian;458,4;Sandbian;453;455,7;N;Harding Quarry;Harding Sandstone;North America;X;X;X;X;N;0;1;1;0;0;0;0;Y;N;N
Mongolepis;rozmanae;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;north-western Mongolia;Chargat;Asia;X;X;X;X;N;0;1;1;1;1;0;0;Y;N;N
Mongolepis;rozmanae;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;Charygka horizon;Sadra section ;Asia;X;X;X;X;N;0;1;1;1;1;0;0;Y;N;N
Mongolepis;rozmanae;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;Charygka horizon;Upper Tarkhata Subformation;Asia;X;X;X;X;N;0;1;1;1;1;0;0;Y;N;N
Mongolepis;rozmanae;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;Pichishui Horizon;Baital;Asia;X;X;X;X;N;0;1;1;1;1;0;0;Y;N;N
Rongolepis;cosmetica;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Leijiatun;Xiushan;Asia;X;X;X;X;N;0;1;1;1;0;0;0;Y;N;N
Rongolepis;cosmetica;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Bachu County;Ymogantau;Asia;X;X;X;X;N;0;1;1;1;0;0;0;Y;N;N
Sodolepis;lucens;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;north-western Mongolia;Chargat;Asia;X;X;X;X;N;0;0;1;1;0;0;0;Y;N;N
Taklamakanolepis;asiaticus;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Bachu County;Ymogantau;Asia;X;X;X;X;N;0;1;0;0;0;0;0;Y;N;N
Teslepis;jucunda;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;north-western Mongolia;Chargat;Asia;X;X;X;X;N;0;1;1;1;1;0;0;Y;N;N
Teslepis;jucunda;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;Charygka horizon;Upper Tarkhata Subformation;Asia;X;X;X;X;N;0;1;1;1;1;0;0;Y;N;N
Teslepis;jucunda;Mongolepidida;Mongolepididae;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Aeronian ;440,8;Sheinwoodian;430,5;435,65;N;Gornaya Shoriya;Sadra section ;Asia;X;X;X;X;N;0;1;1;1;1;0;0;Y;N;N
Chenolepis;asketa;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Leijiatun;Xiushan;Asia;X;X;X;X;N;0;1;1;1;0;0;0;Y;N;N
Chenolepis;asketa;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Kalpin County;Ymogantau;Asia;X;X;X;X;N;0;1;1;1;0;0;0;Y;N;N
Shiqianolepis;hollandi;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Leijiatun;Xiushan;Asia;X;X;X;X;N;0;1;1;1;0;0;0;Y;N;N
Shiqianolepis;hollandi;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Guizhou Province;Xiushan;Asia;X;X;X;X;N;0;1;1;1;0;0;0;Y;N;N
Shiqianolepis;hollandi;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;Y;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Bachu County;Ymogantau;Asia;X;X;X;X;N;0;1;1;1;0;0;0;Y;N;N
Tielikewatielepis;sinensis;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Kalpin County & Bachu County;Tataertag and Ymogantau;Asia;X;X;X;X;N;0;1;0;0;0;0;0;Y;N;N
Xiaohaizilepis;liui;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Bachu County;Tataertag and Ymogantau;Asia;X;X;X;X;N;0;1;0;0;0;0;0;Y;N;N
Xinjiangichthys;pluridentatus;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Bachu County;Ymogantau;Asia;X;X;X;X;N;0;1;0;0;0;0;0;Y;N;N
Xinjiangichthys;sp.;Mongolepidida;Shiqianolepidae ;Stem;NA;?;NA;2,5;2,5;2,5;N;Silurian;Telychian;438,5;Telychian;433,4;435,95;N;Leijiatun;Xiushan;Asia;X;X;X;X;N;0;0;1;1;0;0;0;Y;N;N
Aztecodus;harmsenae;Omalodontiformes;Aztecodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Lashly Mountains;Aztec Siltstone;Antarctica;X;X;X;X;S;1;0;0;0;0;0;0;N;N;Y
Aztecodus;harmsenae;Omalodontiformes;Aztecodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Mt Ritchie;Aztec Siltstone;Antarctica;X;X;X;X;S;1;0;0;0;0;0;0;N;N;Y
Aztecodus;harmsenae;Omalodontiformes;Aztecodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Alligator Ridge;Aztec Siltstone;Antarctica;X;X;X;X;S;1;0;0;0;0;0;0;N;N;Y
Aztecodus;harmsenae;Omalodontiformes;Aztecodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Fish Hotel site B;Aztec Siltstone;Antarctica;X;X;X;X;S;1;0;0;0;0;0;0;N;N;Y
Manberodus;fortis;Omalodontiformes;Aztecodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;sample GI4;;Asia;X;X;X;X;N;0;1;1;1;0;0;0;N;N;Y
Siberiodus;mirabilis;Omalodontiformes;Incertae familiae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;N;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Kuznetsk Basin and Gorniy Altay;Podonino;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Omalodus;grabaui;Omalodontiformes;Omalodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Renanué village;Renanué section;Europe;Africa;X;X;X;N/S;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Omalodus;grabaui;Omalodontiformes;Omalodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;El Atrous;;Europe;Africa;X;X;X;N/S;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Portalodus;bradshawae;Omalodontiformes;Omalodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Portal Mountain;Aztec Siltstone;North America;Antarctica;X;X;X;N/S;1;0;0;0;0;0;0;N;N;Y
Portalodus;bradshawae;Omalodontiformes;Omalodontidae;Stem;NA;Elasmobranchii;N;0,5;0,5;0,5;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Cairo;;North America;Antarctica;X;X;X;N/S;1;0;0;0;0;0;0;N;N;Y
Cristatodens;sigmoidalis;Orodontiformes;Leiodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Muhua;;Asia;X;X;X;X;N;0;0;0;0;0;1;1;N;N;Y
Cristatodens?;sp.;Orodontiformes;Leiodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Pella;Pella beds;North America;X;X;X;X;N;0;1;1;1;1;0;0;N;N;Y
Cristatodens?;sp.;Orodontiformes;Leiodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Lanesville;Salem Limestone;North America;X;X;X;X;N;0;1;1;1;1;0;0;N;N;Y
Leiodus;calcaratus;Orodontiformes;Leiodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Burlington;Burlington limestone;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;Y
Leiodus;calcaratus;Orodontiformes;Leiodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Keokuk;;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;Y
Leiodus;sp.;Orodontiformes;Leiodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;359,9;Tournaisian;346,7;352,8;N;Le Grand;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Hercynolepis;meischneri;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;2,5;2,5;2,5;N;Devonian;Frasnian;382,7;Famennian;358,9;370,8;N;Harz;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;Y;N;N
Hercynolepis;sp.;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;2,5;2,5;2,5;N;Devonian;Pragian;410,8;Emsian;393,3;402,05;N;Liujing Town;Yukiang;Asia;X;X;X;X;N;0;1;0;0;0;0;0;Y;N;N
Orodus;catenatus;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Warsaw;Carboniferous Limestone;Europe;North America;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Orodus;catenatus;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Armagh;Carboniferous Limestone;Europe;North America;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Orodus;collettii;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Warsaw;Warsaw Limestone;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;Y
Orodus;elegans;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Oberlin Qd.;Cleveland Shale;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Orodus;elegans;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Townes Cr.;Cleveland Shale;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Orodus;elegantulus;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Augusta;Burlington limestone;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;Y
Orodus;elegantulus;Orodontiformes;Orodontidae;Holocephali;Euchondrocephali;Euchondrocephali;N;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Burlington;Burlington limestone;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;Y
