GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,MID POINT,LAZARUS,COLLECTION,FORMATION,Latitude,Longitude,CONTINENT,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY
Chomatodus,linearis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Yoredale beds,,54,-2,Europe,N,1,1,1,0,0,1,1,N,N,Y
Chomatodus,linearis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Muhua,sample MH−1,26,106.4,Asia,N,1,1,1,0,0,1,1,N,N,Y
Chomatodus,loriformis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Warsaw,Keokuk Limestone,40.4,-91.4,North America,N,0,0,0,1,1,1,1,N,N,Y
Chomatodus,loriformis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Otter Creek,Keokuk Limestone,41.2,-88.8,North America,N,0,0,0,1,1,1,1,N,N,Y
Chomatodus,molaris,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois,Keokuk Limestone,NA,NA,North America,N,0,0,0,1,1,1,1,N,N,Y
Chomatodus,newberryi,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Indiana,St. Louis limestone,NA,NA,North America,N,0,1,1,0,0,0,0,N,N,Y
Chomatodus,parallelus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Piasa Creek,Warsaw Limestone,38.9,-90.3,North America,N,0,1,0,0,0,0,0,N,N,Y
Chomatodus,pusillus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Burlington,Burlington limestone,40.8,-91.1,North America,N,0,0,1,1,0,0,0,N,N,Y
Chomatodus,selliformis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois and Indiana,St. Louis limestone,NA,NA,North America,N,0,1,1,0,0,0,0,N,N,Y
Chomatodus,varsouviensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Barretts Station,Warsaw Limestone,38.6,-90.5,North America,N,0,1,0,0,0,0,0,N,N,Y
Glyphanodus,tenuis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,North Yorkshire,,54.2,-1.4,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Harpacodus,dentatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Harpacodus,limatulus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Illinois,,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Lisgodus,affinis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,"Illinois, Missouri and Indiana",,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Lisgodus,curtus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Louisa County,Burlington limestone,41.2,-91.3,North America,N,0,0,1,1,0,0,0,N,N,Y
Lisgodus,selluliformis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois and Missouri,,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Lisgodus,serratus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Iowa and Illinois,,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Lisgodus,serratus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Alabama,,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Lisgodus,sp.,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Hulzer Bros. quarry,Haney Limestone,NA,NA,North America,N,0,1,1,1,1,1,0,N,N,Y
Netsepoye,hawesi,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,327.05,N,Supercrop Quarry,Heath,47,-108.9,North America,N,0,0,1,1,1,0,0,N,N,N
Petalodus,acuminatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Bristol,Carboniferous Limestone,51.5,-2.5,Europe,N,1,1,1,0,0,0,0,N,N,Y
Petalodus,acuminatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Petalodus,acuminatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Red Rock,Pitkin ls.,35.9,-93.1,North America,N,1,1,1,0,0,0,0,N,N,Y
Petalodus,acuminatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Mexico,Okaw,NA,NA,North America,N,1,1,1,0,0,0,0,N,N,Y
Petalodus,acuminatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Chester,,37.9,-89.8,North America,N,1,1,1,0,0,0,0,N,N,Y
Petalodus,alleghaniensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,North Canton,Putnam Hill Limestone,40.9,-81.4,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,alleghaniensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Bolivar,Putnam Hill Limestone,38.7,-82.7,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,alleghaniensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Sewickley Bridge,Pine Creek limestone,40.5,-80.2,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,alleghaniensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Mars,Glenshaw,40.7,-80,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,alleghaniensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Kenywood Park,Glenshaw,40.4,-79.9,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,alleghaniensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Brilliant Cut-off,Glenshaw,40.5,-79.9,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,curtus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois and Iowa,Keokuk Limestone,NA,NA,North America,N,0,0,0,1,1,1,1,N,N,Y
Petalodus,destructor,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois,Keokuk Limestone,NA,NA,North America,N,0,0,0,1,1,1,1,N,N,Y
Petalodus,ellipticus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Petalodus,flabellula,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Visean,330.9,345.4,N,Shropshire,,52.6,-2.7,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Petalodus,hastingsiae,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Petalodus,hybridus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Petalodus,inequilateralis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Wensleydale,Mountain Limestone,54.3,-2.2,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Petalodus,jewetti,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Kasimovian,307,Gzhelian,298.9,302.95,N,Franklin County,,34.5,-87.9,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Petalodus,knappi,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Indiana,Keokuk Limestone,NA,NA,North America,N,0,0,0,1,1,1,1,N,N,Y
Petalodus,linguifer,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Chester,Okaw,37.9,-89.8,North America,N,0,1,0,0,0,0,0,N,N,Y
Petalodus,linguifer,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Paynter's Hill,Salem Limestone,NA,NA,North America,N,0,1,0,0,0,0,0,N,N,Y
Petalodus,linguifer,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Floyd Co.,,38.3,-85.9,North America,N,0,1,0,0,0,0,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Leigh Cement Co. Quarry,McLeansboro,41.3,-89.1,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Bailey Creek,Bond,41.2,-89.1,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Cambridge,Coal Measures,40,-81.6,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Donahoe,Brush Creek Limestone,NA,NA,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Glassmere,Brush Creek Limestone,40,-79,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Witmer,Pine Creek limestone,40,-76.2,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,City Farm,Glenshaw,40.4,-79.9,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Carlinsville,Coal Measures,39.3,-89.9,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Pittsburgh,,40.4,-80,North America,N,0,1,1,1,1,1,0,N,N,Y
Petalodus,proximus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Channahon,McLeansboro,41.4,-88.2,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Petalodus,rectus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Lowick,,55.6,-2,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Petalodus,recurvus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Bristol,Carboniferous Limestone,51.5,-2.5,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Petalodus,scoticus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Glencartholm,Calciferous Sandstone,55.2,-3.1,Europe,N,0,1,0,0,0,0,0,N,N,Y
Petalodus,serratus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Petalodus,sp.,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Dudley,Coal Measures,52.5,-2.1,Europe,N,1,1,1,0,0,1,1,N,N,Y
Petalodus,sp.,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Ottawa,Plattsburg Limestone,38.6,-95.3,North America,N,1,1,1,0,0,1,1,N,N,Y
Petalodus,sp.,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Wilson Clay Pit,Harpersville,31.7,-99,North America,N,1,1,1,0,0,1,1,N,N,Y
Petalodus,sp.,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Chester,,37.9,-89.8,North America,N,1,1,1,0,0,1,1,N,N,Y
Petalodus,sp.,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Eugine,Coal Measures,40,-87.5,North America,N,1,1,1,0,0,1,1,N,N,Y
Polyrhizodus,amplus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,attenuatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Polyrhizodus,carbonarius,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Illinois,,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Polyrhizodus,colei,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Polyrhizodus,concavus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,Y,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,concavus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,Y,Myachkovo,,55.3,38.7,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Polyrhizodus,constrictus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Polyrhizodus,dentatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Chester,Okaw,37.9,-89.8,North America,N,0,0,1,1,0,0,0,N,N,Y
Polyrhizodus,dentatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Burlington,Burlington limestone,40.8,-91.1,North America,N,0,0,1,1,0,0,0,N,N,Y
Polyrhizodus,digitatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,Y,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,digitatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,Y,St. Louis,St. Louis limestone,38.6,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,elongatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Polyrhizodus,inflexus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Illinois,Chester limestone,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Polyrhizodus,latus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois,St. Louis limestone,NA,NA,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,littoni,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,littoni,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,St. Louis,St. Louis limestone,38.6,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,lobatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois,St. Louis limestone,NA,NA,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,longus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,Myachkovo,,55.3,38.7,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Polyrhizodus,magnus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Polyrhizodus,minimus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Illinois,St. Louis limestone,NA,NA,Europe,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,modestus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Cuyahoga County,,39.4,-83.6,North America,N,0,0,0,0,1,1,0,N,N,Y
Polyrhizodus,nanus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Iowa,Keokuk Limestone,NA,NA,North America,N,0,0,0,1,1,1,1,N,N,Y
Polyrhizodus,porosus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Burlington,Burlington limestone,40.8,-91.1,North America,N,0,0,1,1,0,0,0,N,N,Y
Polyrhizodus,princeps,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,princeps,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,St. Louis,St. Louis limestone,38.6,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,radicans,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Polyrhizodus,rectus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,N,Y
Polyrhizodus,sinuosus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Polyrhizodus,williamsi,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Missouri and Iowa,Keokuk Limestone,NA,NA,North America,N,0,0,0,1,1,1,1,N,N,Y
Tanaodus,bellicinctus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Chester,Okaw,37.9,-89.8,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Tanaodus,depressius,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Chester,Okaw,37.9,-89.8,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Tanaodus,depressius,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Illinois,Chester limestone,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Tanaodus,grossiplicatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Illinois,Chester limestone,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Tanaodus,multiplicatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Visean,330.9,345.4,N,Tournay,,50.6,3.4,Europe,N,0,0,1,1,0,0,0,N,N,Y
Tanaodus,multiplicatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Visean,330.9,345.4,N,Illinois,Burlington limestone,NA,NA,North America,N,0,0,1,1,0,0,0,N,N,Y
Tanaodus,obscurus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Hancock County,Keokuk Limestone,40.4,-91.2,North America,N,0,0,0,1,1,1,1,N,N,Y
Tanaodus,polymorphus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Chester,Okaw,37.9,-89.8,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
