GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,MID POINT,LAZARUS,COLLECTION,FORMATION,Latitude,Longitude,CONTINENT,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY
Lissodus,wirksworthensis,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Visean,330.9,345.4,N,Shahmirzad village,Mobarak,35.8,53.3,Asia,N,0,0,0,1,1,0,0,N,N,Y
Lissodus,zideki,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Gzhelian,303.7,Gzhelian,298.9,301.3,Y,Peru local fauna,,40.5,-95.7,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Lissodus,zideki,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Sakmarian,293.52,Artinskian,283.5,288.51,Y,West Franklin Bend,Clyde,33.8,-99.1,North America,N,1,1,0,0,0,0,0,N,N,Y
Lissodus,zideki,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Permian,Sakmarian,293.52,Artinskian,283.5,288.51,Y,Rattlesnake Canyon,Admiral,33.7,-98.8,North America,N,1,1,0,0,0,0,0,N,N,Y
Lissodus,zideki,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Permian,Sakmarian,293.52,Artinskian,283.5,288.51,Y,Tit Butte,Lueders,41.3,-81.4,North America,N,1,1,0,0,0,0,0,N,N,Y
Dabasacanthus,inskasi,Hybodontiformes,Polyacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,"Pit 11, Peabody Coal Company",Carbondale,41.2,-88.2,North America,N,0,1,0,0,0,0,0,N,N,N
Gansuselache,tungseni,Hybodontiformes,Polyacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Wuchiapingian,259.1,Changhsingian,252,255.501,N,Mazongshan Mountain,Fangshankou,41.6,97.2,Asia,N,1,0,0,0,0,0,0,N,N,N
Polyacrodus,lapalomensis,Hybodontiformes,Polyacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Sakmarian,293.52,Artinskian,283.5,288.51,N,West Franklin Bend,Clyde,33.8,-99.1,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Polyacrodus,lapalomensis,Hybodontiformes,Polyacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Permian,Sakmarian,293.52,Artinskian,283.5,288.51,N,West Franklin Bend,Belle Plains,33.8,-99.1,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Polyacrodus,ritchiei,Hybodontiformes,Polyacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Sakmarian,294.52,Artinskian,283.5,288.51,N,Rattlesnake Canyon,Admiral,33.7,-98.8,North America,N,1,1,0,0,0,0,0,N,N,Y
Polyacrodus,wichitaensis,Hybodontiformes,Polyacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Sakmarian,295.52,Artinskian,283.5,288.51,N,Wolf Creek local fauna,Belle Plains,33.7,-99.1,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Roongodus,phijani,Hybodontiformes,Polyacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Devonian,Famennian,372.2,Famennian,358.9,365.55,N,Chahriseh,,33,52.1,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Altholepis,composita,Incerti ordinis,Altholepididae,Stem,NA,NA,,N,Devonian,Lochkovian,419.2,Pragian,407.6,413.4,N,Santo Domingo,Nogueras,41.1,-1.1,Europe,N,1,1,1,1,0,0,0,N,N,N
Altholepis,composita,Incerti ordinis,Altholepididae,Stem,NA,NA,,Y,Devonian,Lochkovian,419.2,Pragian,407.6,413.4,N,Fuente de los Mozos,Nogueras,41.1,-1.1,Europe,N,1,1,1,1,0,0,0,N,N,N
Altholepis,composita,Incerti ordinis,Altholepididae,Stem,NA,NA,,Y,Devonian,Lochkovian,419.2,Pragian,407.6,413.4,N,Los Poyales,Nogueras,41.1,-1.1,Europe,N,1,1,1,1,0,0,0,N,N,N
Altholepis,composita,Incerti ordinis,Altholepididae,Stem,NA,NA,,Y,Devonian,Lochkovian,419.2,Pragian,407.6,413.4,N,Central Mackenzie Mountains,Road River,62.5,-124.8,North America,N,1,1,1,1,0,0,0,N,N,N
Altholepis,composita,Incerti ordinis,Altholepididae,Stem,NA,NA,,Y,Devonian,Lochkovian,419.2,Pragian,407.6,413.4,N,Ivane-Zolotoye-76,Ivan,48.7,25.6,Europe,N,1,1,1,1,0,0,0,N,N,N
Altholepis,composita,Incerti ordinis,Altholepididae,Stem,NA,NA,,Y,Devonian,Lochkovian,419.2,Pragian,407.6,413.4,N,Dobrovliany outcrop,Ivan,49,24.4,Europe,N,1,1,1,1,0,0,0,N,N,N
Altholepis,davisi,Incerti ordinis,Altholepididae,Stem,NA,NA,,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,415,N,Central Mackenzie Mountains,Road River,62.5,-124.8,North America,N,0,0,0,1,0,0,0,N,N,N
Altholepis,spinata,Incerti ordinis,Altholepididae,Stem,NA,NA,,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,415,N,Central Mackenzie Mountains,Road River,62.5,-124.8,North America,N,0,0,0,1,0,0,0,N,N,N
Iberolepis,aragonensis,Incerti ordinis,Altholepididae,Stem,NA,NA,,N,Devonian,Lochkovian,420.2,Lochkovian,410.8,415,N,Los Poyales,Luesma,41.1,-1.1,Europe,N,0,0,0,1,1,0,0,Y,N,N
Ivanelepis,costulata,Incerti ordinis,Altholepididae,Stem,NA,NA,,N,Devonian,Lochkovian,421.2,Lochkovian,410.8,415,N,Ivane-Zolotoye-76,Ivan,48.7,25.6,Europe,N,1,1,1,0,0,0,0,Y,N,N
Cooleyella,amazonensis,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,Y,Petrobras Oil Company borehole,Itaituba,-1.5,-55.9,South America,N/S,0,1,1,0,0,0,0,N,N,Y
Cooleyella,amazonensis,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,Y,Buckhorn Asphalt Quarry,,34.4,-97,North America,N/S,0,1,1,0,0,0,0,N,N,Y
Cooleyella,amazonensis,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Artinskian,290.1,Kungurian,272.95,281.525,Y,Mechetlino Quarry,,55.4,58,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Cooleyella,cf. fordi,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Sakmarian,295.52,Artinskian,283.5,288.51,Y,Tra-Tau Hill,,56.3,56.2,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Cooleyella,fordi,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Steeple House Quarry,Cawdor Limestone,53.1,-1.6,Europe,N,0,0,0,1,1,0,0,N,N,Y
Cooleyella,peculiaris,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Kasimovian,307,Kasimovian,303.7,305.35,N,Leeds,Cherryvale Shale,39.1,-94.5,North America,N,0,1,1,1,1,1,1,N,N,Y
Cooleyella,sp.,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,Y,Kozhim River,,65.8,59.3,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Cooleyella,sp.,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,C - P,Bashkirian,324.2,Asselian,293.52,308.86,Y,Buckhorn Asphalt Quarry,,34.4,-97,North America,N,0,1,1,1,1,0,0,N,N,Y
Cooleyella,sp.,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,C - P,Bashkirian,324.2,Asselian,293.52,308.86,Y,Nikol'skoe,,51.4,57.1,Asia,N,0,1,1,1,1,0,0,N,N,Y
Cooleyella,sp.,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,C - P,Bashkirian,324.2,Asselian,293.52,308.86,Y,Cass County,Plattsmouth Limestone,40.9,-96.1,North America,N,0,1,1,1,1,0,0,N,N,Y
Cooleyella,sp.,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Artinskian,290.1,Artinskian,283.5,286.8,Y,South Urals,,NA,NA,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Cooleyella,sp.,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Permian,Artinskian,290.1,Artinskian,283.5,286.8,Y,Ward Mountain,Arcturus,39.3,-114.9,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Ginteria,fungiforma,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Kalinovskie Vyselki Quarry,Steshev,54.9,37.3,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Ginteria,fungiforma,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Cawdor Quarry,Matlock Limestone,53.1,-1.6,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Ginteria,fungiforma,Incerti ordinis,Anachronistidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Msta and Kamenka rivers,Msta,58.4,32.4,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Chondrenchelys,problematica,Incerti ordinis,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Glencartholm,Calciferous Sandstone Series,55.2,-3.1,Europe,N,1,1,0,0,0,0,0,N,N,N
Chondrenchelys,problematica,Incerti ordinis,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Mumbie Quarry,,55.1,-3,Europe,N,1,1,0,0,0,0,0,N,N,N
Chondrenchelys,sp.,Incerti ordinis,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Muhua,sample MH−1,26,106.4,Asia,N,0,0,0,0,0,1,1,N,N,Y
Debeerius,ellefseni,Incerti ordinis,Debeeriidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,327.05,N,Supercrop Quarry,Heath,47,-108.9,North America,N,0,0,1,1,1,0,0,N,N,N
Debeerius,ellefseni,Incerti ordinis,Debeeriidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,327.05,N,North Shore Quarry,Heath,47,108.9,North America,N,0,0,1,1,1,0,0,N,N,N
Harpacanthus,fimbriatus,Incerti ordinis,Harpacanthidae,?,NA,NA,,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Fergus County,Heath,47,-108.9,North America,N,1,1,1,1,1,0,0,N,N,N
Harpacanthus,fimbriatus,Incerti ordinis,Harpacanthidae,?,NA,NA,,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,1,1,1,1,1,0,0,N,N,N
Harpacanthus,fimbriatus,Incerti ordinis,Harpacanthidae,?,NA,NA,,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,334.95,N,Gilmerton,Limestones Series,55.9,-3.1,Europe,N,1,1,1,1,1,0,0,N,N,N
Harpacanthus,major,Incerti ordinis,Harpacanthidae,?,NA,NA,,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,327.05,N,Niddrie,Edge Coal Series,55.9,-3.1,Europe,N,1,0,0,0,0,0,0,N,Y,N
Acondylacanthus,aequicostatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,Y,Keokuk,Keokuk Limestone,40.4,-91.4,North America,N,0,0,0,1,1,1,1,N,Y,N
Acondylacanthus,aequicostatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Kasimovian,307,Kasimovian,303.7,305.35,Y,Cass County,Stanton,40.9,-96.1,North America,N,0,0,1,1,1,0,0,N,Y,N
Acondylacanthus,attenuatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,Y,N
Acondylacanthus,burlingtonensis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,St. Louis,St. Louis limestone,38.6,-90.2,North America,N,0,1,1,0,0,0,0,N,Y,N
Acondylacanthus,colei,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,Y,N
Acondylacanthus,distans,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Denbighshire,Carboniferous Limestone,53.1,-1.6,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N
Acondylacanthus,distans,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Great Orme's Head,Carboniferous Limestone,53.3,-3.9,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N
Acondylacanthus,gracillimus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,Y,N
Acondylacanthus,gracillimus,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Bremens Quarry,St. Louis limestone,38.6,-90.2,North America,N,0,1,1,0,0,0,0,N,Y,N
Acondylacanthus,jaekeli,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Frasnian,382.7,Famennian,358.9,370.8,N,Wildungen,Aadorfer Kalk,51.1,9.1,Europe,N,0,0,0,1,1,0,0,N,Y,N
Acondylacanthus,jaekeli,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Devonian,Frasnian,382.7,Famennian,358.9,370.8,N,Dzerzhinka village,,53.8,59.2,Asia,N,0,0,0,1,1,0,0,N,Y,N
Acondylacanthus,jenkinsoni,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Richmond,Carboniferous Limestone,54.4,-1.7,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N
Acondylacanthus,occidentalis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Missouri,Carboniferous Limestone,NA,NA,North America,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N
Acondylacanthus,sp.,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Visean,330.9,345.4,Y,Once-a-week quarry,Eyam Limestone,53.2,1.8,Europe,N,0,0,1,1,1,0,0,N,Y,N
Acondylacanthus,sp.,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Tournaisian,358.9,Visean,330.9,345.4,Y,Quincy,Burlington limestone,39.9,-91.4,North America,N,0,0,1,1,1,0,0,N,Y,N
Acondylacanthus,sp.,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Gzhelian,303.7,Gzhelian,298.9,301.3,Y,Hazelwood,Glenshaw,40.4,-79.9,North America,N,0,0,1,1,1,1,0,N,Y,N
Acondylacanthus,tenuistriatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,Y,N
Adamantina,benedictae,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Permian,Wuchiapingian,259.1,Wuchiapingian,254.14,256.62,N,Kap Stosch,Ravnefjeld,74.1,-21.7,North America,N,0,0,0,0,0,1,1,N,N,Y
Adamantina,foliacea,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,Y,Sikaza River,,53.6,56.7,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Adamantina,foliacea,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Permian,Asselian,298.9,Asselian,293.52,296.21,Y,Usa River,,66.5,59.6,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Adamantina,foliacea,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Permian,Artinskian,290.1,Artinskian,283.5,286.8,Y,Platonovo,,57.5,58.2,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Adamantina,foliacea,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,Y,Permian,Artinskian,290.1,Artinskian,283.5,286.8,Y,Sylva River,,57.4,58.3,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Aethelamia,elusa,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,415,N,Central Mackenzie Mountains,Road River,62.5,-124.8,North America,N,0,0,0,1,0,0,0,N,N,N
Ageleodus,altus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Fish Hill,Snowy Plains,-37.2,146.4,Australia and Oceania,S,1,0,0,0,0,0,0,N,N,Y
Ageleodus,pectinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Famennian,372.2,Famennian,358.9,365.55,Y,Clinton County,,41.2,-77.6,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Ageleodus,pectinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,Y,Burdiehouse,Burdiehouse limestone,55.9,-3.2,Europe,N,1,0,0,0,0,0,0,N,N,Y
Ageleodus,pectinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Bashkirian,323.2,Moscovian ,307,315.1,Y,"Pit 15, Peabody Coal Co.",Carbondale,41.2,-88.2,North America,N,1,1,0,0,0,0,0,N,N,Y
Ageleodus,pectinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Bashkirian,323.2,Moscovian ,307,315.1,Y,Longton,Coal Measures,53,-2.1,Europe,N,1,1,0,0,0,0,0,N,N,Y
Ageleodus,pectinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Bashkirian,323.2,Moscovian ,307,315.1,Y,N. Stratfordshire Coal Field,Deep Mine Ironstone,53,-2.1,Europe,N,1,1,0,0,0,0,0,N,N,Y
Ageleodus,pectinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Bashkirian,323.2,Moscovian ,307,315.1,Y,Newcastle,Coal Measures,55,-1.6,Europe,N,1,1,0,0,0,0,0,N,N,Y
Amacanthus,gibbosus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Alton,St. Louis limestone,38.9,-90.2,North America,N,0,1,1,0,0,0,0,N,Y,N
Amacanthus,gibbosus,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Bremens Quarry,St. Louis limestone,38.6,-90.2,North America,N,0,1,1,0,0,0,0,N,Y,N
Amacanthus,gibbosus,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Kavanaugh's Quarry,St. Louis limestone,38.6,-90.2,North America,N,0,1,1,0,0,0,0,N,Y,N
Amelacanthus,americanus,Incerti ordinis,Incertae familiae,?,NA,NA,NA,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,311.05,N,Cass and Sarpy Counties,Stoner Limestone,41,-96.2,North America,N,0,0,1,1,1,0,0,N,Y,N
Amelacanthus,laevis,Incerti ordinis,Incertae familiae,?,NA,NA,NA,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,Y,N
Amelacanthus,pustulatus,Incerti ordinis,Incertae familiae,?,NA,NA,NA,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,Y,N
Amelacanthus,sulcatus,Incerti ordinis,Incertae familiae,?,NA,NA,NA,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,Y,N
Amelacanthus,sulcatus,Incerti ordinis,Incertae familiae,?,NA,NA,NA,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Bristol,Carboniferous Limestone,51.5,-2.5,Europe,N,1,1,1,0,0,0,0,N,Y,N
Amelacanthus,sulcatus,Incerti ordinis,Incertae familiae,?,NA,NA,NA,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Oreton,Carboniferous Limestone,52.4,-2.5,Europe,N,1,1,1,0,0,0,0,N,Y,N
Anareodus,statei,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Givetian,387.7,Givetian,382.7,385.2,N,Gorgon's Head,Aztec Siltstone,-79.6,157.5,Antarctica,S,1,0,0,0,0,0,0,N,N,Y
Anareodus,statei,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Devonian,Givetian,387.7,Givetian,382.7,385.2,N,Fish Hotel site B,Aztec Siltstone,-79.3,157.7,Antarctica,S,1,0,0,0,0,0,0,N,N,Y
Antacanthus,insignis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Belgium,Calcaire carbonifere inferieur,NA,NA,Europe,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N
Arduodens,flammeus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Devonian,Frasnian,382.7,Famennian,358.9,370.8,N,Tabas,Kale Sardar section,36.4,57.7,Asia,N,0,0,0,0,0,1,0,N,N,Y
Arrapholepis,valyalamia,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,415,N,Central Mackenzie Mountains,Road River,62.5,-124.8,North America,N,0,0,0,1,0,0,0,N,N,N
Artiodus,prominens,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Permian,Artinskian,290.1,Artinskian,283.5,286.8,N,Krasnouﬁmsk,Divya,56.7,57.7,Asia,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Bandringa,rayi,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,Mazon Creek,Carbondale,41.3,-88.4,North America,N,0,1,0,0,0,0,0,N,N,N
Bandringa,rayi,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,Vermillion Shaft Mine,Carbondale,41.3,-88,North America,N,0,1,0,0,0,0,0,N,N,N
Bandringa,rayi,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,"Pit 11, Peabody Coal Company",Carbondale,41.2,-88.2,North America,N,0,1,0,0,0,0,0,N,N,N
Bandringa,rayi,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,Pit 1 and 6,Carbondale,41.3,-88.2,North America,N,0,1,0,0,0,0,0,N,N,N
Bandringa,sp.,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,"Pit 11, Peabody Coal Company",Carbondale,41.2,-88.2,North America,N,0,1,0,0,0,0,0,N,N,N
Batacanthus,baculiformis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Keokuk,Keokuk Limestone,40.4,-91.4,North America,N,0,0,0,1,1,1,1,N,Y,N
Batacanthus,stellatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Warsaw,Keokuk Limestone,40.4,-91.4,North America,N,0,0,0,1,1,1,1,N,Y,N
Bolivacanthus,sagitalis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Lochkovian,419.2,Emsian,393.3,406.25,N,Seripona village,Catavi,-18.5,-64.8,South America,S,0,1,0,0,0,0,0,N,Y,N
Brachyrhizodus,wichitaensis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Permian,Sakmarian,293.52,Artinskian,283.5,288.51,N,Texas,Admiral,NA,NA,North America,N,1,1,0,0,0,0,0,N,N,Y
Canyonlepis,smithae,Incerti ordinis,Incertae familiae,Stem,NA,NA,,N,Ordovician,Sandbian,458.4,Sandbian,453,455.7,N,Harding Quarry,Harding Sandstone,38.5,-105.3,North America,N,0,1,1,0,0,0,0,Y,N,N
Carcharopsis,dentatus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Armagh,Carboniferous Limestone,54.3,-6.7,Europe,N,1,1,1,0,0,0,0,N,N,Y
Carcharopsis,dentatus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Wensleydale,Yoredale Rocks,54.3,-2.2,Europe,N,1,1,1,0,0,0,0,N,N,Y
Carcharopsis,dentatus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Beith,Carboniferous Limestone,55.7,-4.6,Europe,N,1,1,1,0,0,0,0,N,N,Y
Carcharopsis,dentatus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,329.4,N,Pateley Bridge,Carboniferous Limestone,54.1,-1.8,Europe,N,1,1,1,0,0,0,0,N,N,Y
